iter	Passed	Remaining
271	8938	23923
272	8976	23904
273	9012	23879
274	9041	23835
275	9064	23776
276	9095	23740
277	9143	23746
278	9187	23741
279	9223	23718
280	9252	23674
281	9319	23728
282	9353	23697
283	9395	23687
284	9440	23684
285	9475	23655
286	9509	23624
287	9543	23594
288	9574	23555
289	9601	23506
290	9628	23460
291	9658	23419
292	9687	23376
293	9714	23328
294	9738	23274
295	9761	23216
296	9783	23157
297	9806	23101
298	9827	23040
299	9856	22998
300	9876	22935
301	9897	22876
302	9919	22819
303	9939	22757
304	9960	22696
305	9982	22639
306	10002	22578
307	10023	22519
308	10044	22461
309	10064	22400
310	10095	22366
311	10115	22306
312	10139	22255
313	10160	22197
314	10180	22139
315	10201	22081
316	10227	22035
317	10251	21985
318	10275	21936
319	10299	21885
320	10321	21833
321	10345	21783
322	10363	21722
323	10388	21675
324	10415	21631
325	10440	21586
326	10465	21538
327	10490	21493
328	10515	21445
329	10535	21390
330	10555	21334
331	10577	21283
332	10599	21231
333	10624	21186
334	10646	21134
335	10666	21078
336	10694	21040
337	10717	20991
338	10737	20936
339	10762	20891
340	10783	20839
341	10809	20797
342	10837	20759
343	10859	20708
344	10882	20661
345	10903	20609
346	10926	20562
347	10948	20512
348	10969	20462
349	10997	20424
350	11019	20374
351	11040	20323
352	11060	20273
353	11082	20223
354	11101	20169
355	11125	20126
356	11146	20075
357	11167	20025
358	11196	19991
359	11219	19945
360	11242	19900
361	11265	19854
362	11285	19804
363	11308	19759
364	11330	19711
365	11349	19659
366	11371	19613
367	11395	19569
368	11419	19527
369	11442	19482
370	11464	19436
371	11488	19393
372	11510	19349
373	11529	19298
374	11552	19253
375	11574	19208
376	11596	19163
377	11621	19123
378	11644	19079
379	11672	19045
380	11699	19007
381	11728	18974
382	11759	18944
383	11792	18917
384	11812	18869
385	11836	18828
386	11865	18795
387	11885	18746
388	11906	18702
389	11931	18662
390	11952	18616
391	11975	18574
392	11998	18532
393	12021	18489
394	12044	18447
395	12067	18406
396	12089	18362
397	12108	18315
398	12132	18275
399	12155	18233
400	12175	18187
401	12196	18143
402	12225	18110
403	12249	18070
404	12270	18027
405	12289	17979
406	12315	17943
407	12336	17900
408	12357	17856
409	12378	17813
410	12398	17768
411	12420	17726
412	12447	17691
413	12467	17647
414	12490	17607
415	12511	17564
416	12532	17521
417	12553	17478
418	12572	17433
419	12594	17392
420	12620	17357
421	12670	17354
422	12730	17365
423	12804	17394
424	12878	17424
425	12930	17422
426	13004	17450
427	13067	17463
428	13105	17443
429	13154	17436
430	13202	17429
431	13230	17395
432	13256	17358
433	13287	17328
434	13314	17293
435	13340	17256
436	13368	17223
437	13431	17233
438	13504	17257
439	13592	17299
440	13676	17335
441	13723	17325
442	13791	17339
443	13903	17411
444	13947	17395
445	13967	17349
446	13996	17315
447	14029	17285
448	14063	17258
449	14092	17224
450	14120	17188
451	14140	17144
452	14164	17103
453	14187	17062
454	14215	17026
455	14240	16988
456	14263	16947
457	14289	16910
458	14321	16879
459	14356	16853
460	14390	16825
461	14431	16805
462	14463	16775
463	14495	16744
464	14521	16707
465	14542	16665
466	14562	16621
467	14583	16578
468	14611	16543
469	14630	16498
470	14654	16459
471	14674	16415
472	14698	16376
473	14718	16333
474	14739	16291
475	14762	16251
476	14794	16220
477	14816	16180
478	14832	16133
479	14853	16091
480	14870	16045
481	14889	16001
482	14907	15956
483	14923	15910
484	14940	15864
485	14956	15817
486	14973	15772
487	15001	15739
488	15027	15703
489	15053	15668
490	15073	15626
491	15091	15582
492	15108	15537
493	15124	15492
494	15154	15461
495	15182	15426
496	15205	15388
497	15227	15349
498	15256	15317
499	15280	15280
500	15301	15240
501	15320	15198
502	15336	15154
503	15354	15111
504	15372	15068
505	15389	15024
506	15407	14981
507	15424	14938
508	15441	14895
509	15459	14853
510	15485	14818
511	15505	14778
512	15525	14739
513	15542	14695
514	15560	14654
515	15578	14612
516	15596	14570
517	15613	14528
518	15632	14488
519	15649	14445
520	15667	14404
521	15689	14367
522	15709	14327
523	15726	14285
524	15745	14245
525	15761	14203
526	15778	14161
527	15797	14121
528	15813	14079
529	15830	14038
530	15847	13996
531	15864	13955
532	15886	13919
533	15905	13880
534	15922	13839
535	15939	13798
536	15956	13757
537	15975	13718
538	15995	13680
539	16013	13641
540	16030	13600
541	16048	13561
542	16067	13522
543	16089	13487
544	16107	13447
545	16124	13407
546	16143	13368
547	16161	13330
548	16179	13291
549	16196	13251
550	16212	13211
551	16229	13171
552	16247	13133
553	16267	13096
554	16288	13060
555	16305	13021
556	16322	12981
557	16341	12944
558	16358	12905
559	16374	12865
560	16392	12827
561	16409	12788
562	16428	12751
563	16447	12714
564	16463	12675
565	16496	12648
566	16531	12624
567	16560	12594
568	16583	12561
569	16615	12534
570	16642	12503
571	16678	12479
572	16702	12446
573	16727	12414
574	16758	12386
575	16814	12377
576	16839	12345
577	16872	12318
578	16895	12285
579	16922	12254
580	16946	12221
581	16979	12194
582	16999	12159
583	17018	12122
584	17040	12088
585	17058	12051
586	17075	12013
587	17091	11975
588	17109	11938
589	17127	11902
590	17146	11866
591	17164	11829
592	17184	11794
593	17199	11755
594	17216	11718
595	17241	11687
596	17258	11650
597	17276	11613
598	17293	11577
599	17312	11541
600	17329	11504
601	17345	11467
602	17362	11431
603	17382	11396
604	17399	11359
605	17416	11323
606	17438	11290
607	17464	11260
608	17505	11239
609	17566	11231
610	17599	11205
611	17680	11209
612	17738	11198
613	17778	11176
614	17809	11148
615	17895	11155
616	17962	11150
617	18013	11134
618	18051	11110
619	18085	11084
620	18131	11065
621	18181	11049
622	18218	11024
623	18250	10996
624	18288	10973
625	18323	10947
626	18353	10918
627	18390	10893
628	18421	10865
629	18474	10849
630	18502	10820
631	18523	10786
632	18543	10750
633	18566	10718
634	18587	10684
635	18607	10649
636	18636	10619
637	18661	10588
638	18695	10561
639	18720	10530
640	18742	10496
641	18774	10469
642	18800	10438
643	18822	10404
644	18843	10371
645	18868	10339
646	18958	10343
647	19005	10323
648	19080	10319
649	19118	10294
650	19151	10267
651	19182	10238
652	19208	10207
653	19235	10176
654	19266	10147
655	19287	10114
656	19306	10079
657	19326	10045
658	19351	10013
659	19371	9979
660	19395	9947
661	19417	9914
662	19438	9880
663	19471	9852
664	19488	9817
665	19510	9784
666	19531	9750
667	19550	9716
668	19569	9682
669	19594	9651
670	19614	9617
671	19639	9585
672	19659	9552
673	19689	9523
674	19713	9491
675	19735	9459
676	19755	9425
677	19776	9392
678	19803	9361
679	19845	9338
680	19873	9309
681	19902	9280
682	19930	9250
683	19953	9218
684	19980	9188
685	20009	9158
686	20035	9128
687	20062	9098
688	20084	9065
689	20104	9032
690	20127	9000
691	20148	8968
692	20170	8935
693	20194	8904
694	20216	8872
695	20238	8839
696	20259	8807
697	20284	8776
698	20306	8744
699	20328	8712
700	20355	8682
701	20390	8655
702	20420	8627
703	20458	8601
704	20497	8577
705	20525	8547
706	20549	8516
707	20569	8483
708	20591	8451
709	20614	8420
710	20634	8387
711	20657	8355
712	20678	8323
713	20698	8290
714	20720	8259
715	20752	8231
716	20771	8198
717	20792	8166
718	20818	8136
719	20842	8105
720	20864	8073
721	20887	8042
722	20911	8011
723	20933	7980
724	20956	7948
725	20977	7917
726	20998	7885
727	21022	7854
728	21049	7824
729	21070	7793
730	21092	7761
731	21114	7730
732	21135	7698
733	21157	7667
734	21180	7636
735	21199	7604
736	21219	7572
737	21239	7540
738	21258	7508
739	21288	7479
740	21310	7448
741	21330	7416
742	21354	7386
743	21375	7354
744	21398	7324
745	21423	7294
746	21443	7262
747	21467	7232
748	21488	7201
749	21511	7170
750	21532	7139
751	21552	7107
752	21577	7077
753	21598	7046
754	21620	7016
755	21647	6986
756	21666	6955
757	21687	6923
758	21708	6892
759	21735	6863
760	21755	6832
761	21777	6801
762	21801	6771
763	21820	6740
764	21843	6710
765	21869	6680
766	21889	6649
767	21913	6619
768	21935	6589
769	21956	6558
770	21978	6527
771	21998	6497
772	22020	6466
773	22041	6435
774	22065	6406
775	22090	6376
776	22114	6346
777	22136	6316
778	22160	6286
779	22179	6255
780	22205	6226
781	22228	6196
782	22251	6166
783	22273	6136
784	22298	6107
785	22320	6077
786	22341	6046
787	22365	6017
788	22387	5987
789	22408	5956
790	22435	5927
791	22456	5897
792	22478	5867
793	22500	5837
794	22521	5807
795	22544	5777
796	22565	5747
797	22591	5718
798	22614	5688
799	22639	5659
800	22663	5630
801	22693	5602
802	22718	5573
803	22742	5544
804	22765	5514
805	22788	5485
806	22808	5454
807	22836	5426
808	22867	5398
809	22903	5372
810	22924	5342
811	22945	5312
812	22967	5282
813	22990	5253
814	23009	5223
815	23036	5194
816	23070	5167
817	23104	5140
818	23129	5111
819	23154	5082
820	23176	5053
821	23203	5024
822	23238	4997
823	23265	4969
824	23289	4940
825	23315	4911
826	23341	4882
827	23385	4857
828	23471	4841
829	23515	4816
830	23556	4790
831	23598	4765
832	23666	4744
833	23736	4724
834	23789	4700
835	23838	4676
836	23878	4650
837	23925	4625
838	23965	4598
839	24020	4575
840	24053	4547
841	24081	4518
842	24111	4490
843	24138	4461
844	24167	4433
845	24202	4405
846	24269	4383
847	24312	4357
848	24350	4330
849	24406	4307
850	24464	4283
851	24520	4259
852	24558	4232
853	24612	4207
854	24662	4182
855	24694	4154
856	24729	4126
857	24758	4097
858	24789	4069
859	24818	4040
860	24857	4013
861	24904	3986
862	24942	3959
863	25000	3935
864	25095	3916
865	25127	3888
866	25152	3858
867	25192	3831
868	25236	3804
869	25273	3776
870	25296	3746
871	25320	3716
872	25339	3686
873	25366	3656
874	25396	3628
875	25418	3598
876	25440	3568
877	25469	3539
878	25490	3508
879	25511	3478
880	25537	3449
881	25558	3419
882	25577	3389
883	25601	3359
884	25626	3330
885	25679	3304
886	25711	3275
887	25742	3246
888	25784	3219
889	25857	3195
890	25902	3168
891	25953	3142
892	26002	3115
893	26037	3087
894	26068	3058
895	26091	3028
896	26114	2998
897	26136	2968
898	26158	2938
899	26179	2908
900	26200	2878
901	26222	2849
902	26246	2819
903	26277	2790
904	26312	2762
905	26333	2732
906	26355	2702
907	26377	2672
908	26402	2643
909	26427	2613
910	26446	2583
911	26473	2554
912	26497	2524
913	26517	2495
914	26542	2465
915	26572	2436
916	26597	2407
917	26617	2377
918	26638	2347
919	26665	2318
920	26698	2290
921	26735	2261
922	26755	2232
923	26777	2202
924	26798	2172
925	26821	2143
926	26849	2114
927	26871	2084
928	26893	2055
929	26915	2025
930	26937	1996
931	26959	1966
932	26986	1937
933	27023	1909
934	27061	1881
935	27091	1852
936	27128	1823
937	27165	1795
938	27320	1774
939	27435	1751
940	27578	1729
941	27670	1703
942	27852	1683
943	27940	1657
944	27975	1628
945	28000	1598
946	28035	1569
947	28113	1542
948	28146	1512
949	28171	1482
950	28196	1452
951	28224	1423
952	28262	1393
953	28289	1364
954	28313	1334
955	28359	1305
956	28402	1276
957	28439	1246
958	28505	1218
959	28540	1189
960	28583	1159
961	28615	1130
962	28659	1101
963	28697	1071
964	28729	1041
965	28762	1012
966	28793	982
967	28840	953
968	28861	923
969	28884	893
970	28903	863
971	28924	833
972	28946	803
973	28972	773
974	29002	743
975	29040	714
976	29059	684
977	29083	654
978	29104	624
979	29126	594
980	29147	564
981	29169	534
982	29190	504
983	29210	474
984	29233	445
985	29255	415
986	29283	385
987	29303	355
988	29325	326
989	29358	296
990	29388	266
991	29413	237
992	29439	207
993	29462	177
994	29507	148
995	29536	118
996	29564	88
997	29596	59
998	29632	29
999	29660	0
