iter	Passed	Remaining
188	1157	4965
189	1163	4961
190	1168	4950
191	1174	4942
192	1180	4936
193	1186	4928
194	1192	4923
195	1197	4912
196	1203	4907
197	1209	4900
198	1214	4890
199	1220	4882
200	1227	4877
201	1233	4873
202	1239	4868
203	1246	4864
204	1252	4856
205	1257	4848
206	1263	4840
207	1269	4832
208	1275	4825
209	1281	4819
210	1286	4812
211	1293	4806
212	1298	4798
213	1304	4792
214	1311	4787
215	1316	4778
216	1323	4775
217	1330	4773
218	1337	4769
219	1342	4759
220	1347	4750
221	1353	4742
222	1359	4736
223	1365	4729
224	1370	4719
225	1375	4710
226	1380	4702
227	1386	4694
228	1391	4684
229	1396	4675
230	1403	4673
231	1409	4665
232	1415	4660
233	1421	4654
234	1427	4647
235	1433	4640
236	1448	4662
237	1454	4657
238	1460	4650
239	1466	4643
240	1472	4637
241	1479	4634
242	1485	4628
243	1491	4622
244	1499	4621
245	1506	4616
246	1512	4611
247	1519	4608
248	1526	4605
249	1533	4599
250	1538	4591
251	1543	4582
252	1549	4576
253	1555	4568
254	1560	4559
255	1566	4552
256	1572	4546
257	1580	4545
258	1586	4539
259	1592	4532
260	1598	4526
261	1604	4520
262	1610	4513
263	1615	4505
264	1621	4497
265	1627	4492
266	1634	4487
267	1640	4480
268	1645	4472
269	1651	4464
270	1657	4457
271	1668	4466
272	1677	4466
273	1685	4464
274	1692	4460
275	1698	4455
276	1705	4451
277	1712	4446
278	1719	4442
279	1726	4438
280	1732	4432
281	1739	4428
282	1745	4421
283	1750	4413
284	1757	4408
285	1763	4403
286	1769	4397
287	1775	4389
288	1782	4384
289	1787	4377
290	1793	4370
291	1799	4362
292	1804	4353
293	1809	4345
294	1814	4336
295	1819	4328
296	1825	4322
297	1831	4314
298	1837	4307
299	1843	4300
300	1848	4292
301	1854	4286
302	1860	4280
303	1866	4273
304	1872	4267
305	1878	4260
306	1884	4253
307	1889	4246
308	1895	4239
309	1901	4232
310	1922	4259
311	1928	4253
312	1936	4249
313	1943	4245
314	1948	4238
315	1954	4231
316	1960	4224
317	1965	4216
318	1971	4208
319	1977	4201
320	1982	4193
321	1988	4186
322	1994	4181
323	2000	4174
324	2006	4167
325	2012	4161
326	2018	4154
327	2024	4147
328	2029	4139
329	2035	4132
330	2041	4126
331	2046	4118
332	2052	4111
333	2058	4104
334	2064	4097
335	2069	4090
336	2074	4082
337	2080	4074
338	2085	4066
339	2090	4058
340	2096	4051
341	2101	4043
342	2108	4038
343	2113	4030
344	2119	4024
345	2125	4017
346	2130	4009
347	2136	4002
348	2142	3995
349	2147	3987
350	2153	3981
351	2158	3973
352	2164	3967
353	2170	3960
354	2175	3953
355	2181	3946
356	2187	3939
357	2192	3931
358	2197	3924
359	2203	3917
360	2210	3913
361	2215	3905
362	2221	3897
363	2226	3890
364	2232	3883
365	2237	3876
366	2243	3868
367	2248	3860
368	2254	3854
369	2259	3847
370	2266	3841
371	2271	3834
372	2278	3830
373	2285	3825
374	2291	3818
375	2297	3812
376	2302	3805
377	2308	3799
378	2315	3793
379	2320	3786
380	2326	3779
381	2331	3772
382	2338	3766
383	2343	3759
384	2349	3753
385	2355	3746
386	2361	3740
387	2367	3734
388	2373	3727
389	2378	3720
390	2384	3713
391	2389	3706
392	2395	3700
393	2403	3696
394	2410	3691
395	2415	3684
396	2421	3677
397	2426	3670
398	2431	3662
399	2439	3659
400	2445	3652
401	2450	3645
402	2455	3638
403	2461	3631
404	2468	3626
405	2473	3619
406	2479	3613
407	2485	3606
408	2490	3598
409	2496	3592
410	2501	3584
411	2507	3578
412	2512	3571
413	2518	3564
414	2523	3557
415	2529	3550
416	2535	3544
417	2540	3537
418	2546	3530
419	2551	3523
420	2557	3517
421	2563	3511
422	2569	3504
423	2574	3497
424	2580	3490
425	2585	3483
426	2591	3477
427	2598	3472
428	2603	3465
429	2609	3459
430	2615	3453
431	2621	3446
432	2627	3440
433	2633	3434
434	2640	3429
435	2647	3424
436	2654	3419
437	2659	3412
438	2665	3406
439	2671	3399
440	2676	3392
441	2682	3386
442	2687	3379
443	2693	3372
444	2698	3365
445	2704	3359
446	2710	3352
447	2715	3346
448	2721	3340
449	2728	3334
450	2734	3328
451	2741	3323
452	2747	3318
453	2754	3312
454	2761	3307
455	2767	3302
456	2773	3295
457	2779	3289
458	2785	3282
459	2791	3276
460	2798	3271
461	2805	3267
462	2812	3261
463	2817	3255
464	2824	3249
465	2829	3242
466	2835	3235
467	2840	3229
468	2846	3222
469	2852	3216
470	2857	3209
471	2862	3202
472	2868	3195
473	2873	3189
474	2879	3182
475	2885	3176
476	2890	3169
477	2896	3163
478	2902	3156
479	2908	3150
480	2915	3145
481	2921	3140
482	2927	3133
483	2933	3127
484	2939	3121
485	2944	3114
486	2951	3108
487	2957	3103
488	2965	3098
489	2971	3092
490	2977	3086
491	2984	3081
492	2991	3076
493	2997	3070
494	3003	3064
495	3009	3057
496	3014	3050
497	3019	3043
498	3024	3037
499	3029	3029
500	3035	3023
501	3041	3017
502	3047	3010
503	3052	3004
504	3057	2997
505	3063	2991
506	3069	2984
507	3074	2977
508	3080	2971
509	3095	2974
510	3102	2969
511	3110	2964
512	3117	2959
513	3125	2955
514	3132	2950
515	3139	2944
516	3145	2939
517	3152	2933
518	3159	2928
519	3166	2923
520	3173	2917
521	3179	2911
522	3186	2905
523	3192	2899
524	3198	2893
525	3203	2887
526	3209	2880
527	3215	2874
528	3220	2867
529	3226	2861
530	3231	2854
531	3237	2847
532	3242	2841
533	3248	2834
534	3254	2828
535	3259	2822
536	3265	2815
537	3271	2809
538	3278	2804
539	3285	2798
540	3290	2791
541	3295	2785
542	3300	2778
543	3306	2771
544	3313	2766
545	3319	2759
546	3325	2754
547	3330	2747
548	3339	2743
549	3345	2737
550	3352	2731
551	3373	2737
552	3380	2732
553	3388	2727
554	3395	2722
555	3402	2716
556	3408	2710
557	3413	2704
558	3419	2697
559	3424	2691
560	3430	2684
561	3435	2677
562	3441	2671
563	3447	2664
564	3453	2659
565	3459	2652
566	3465	2646
567	3472	2640
568	3478	2635
569	3486	2629
570	3492	2623
571	3498	2617
572	3504	2611
573	3512	2606
574	3519	2601
575	3525	2595
576	3531	2589
577	3537	2583
578	3543	2576
579	3549	2570
580	3554	2563
581	3560	2557
582	3566	2550
583	3572	2544
584	3577	2537
585	3583	2531
586	3589	2525
587	3595	2519
588	3601	2513
589	3607	2507
590	3613	2500
591	3619	2494
592	3625	2488
593	3632	2482
594	3637	2476
595	3643	2469
596	3649	2463
597	3655	2457
598	3662	2451
599	3668	2445
600	3674	2439
601	3680	2433
602	3687	2427
603	3694	2421
604	3700	2415
605	3706	2410
606	3712	2403
607	3719	2397
608	3725	2391
609	3730	2385
610	3736	2379
611	3742	2372
612	3748	2366
613	3754	2360
614	3760	2354
615	3767	2348
616	3773	2342
617	3779	2335
618	3784	2329
619	3791	2323
620	3797	2317
621	3802	2311
622	3810	2306
623	3815	2299
624	3821	2292
625	3826	2286
626	3831	2279
627	3836	2272
628	3841	2265
629	3846	2259
630	3851	2252
631	3856	2245
632	3863	2240
633	3869	2233
634	3874	2227
635	3880	2220
636	3885	2214
637	3892	2208
638	3897	2201
639	3902	2195
640	3908	2188
641	3913	2182
642	3918	2175
643	3923	2169
644	3929	2162
645	3935	2156
646	3940	2149
647	3946	2143
648	3952	2137
649	3958	2131
650	3963	2124
651	3970	2119
652	3976	2113
653	3982	2106
654	3988	2100
655	3993	2094
656	3998	2087
657	4004	2081
658	4009	2074
659	4014	2068
660	4021	2062
661	4026	2055
662	4031	2049
663	4036	2042
664	4042	2036
665	4049	2030
666	4055	2024
667	4061	2018
668	4067	2012
669	4073	2006
670	4079	2000
671	4084	1993
672	4090	1987
673	4096	1981
674	4101	1974
675	4106	1968
676	4112	1961
677	4118	1955
678	4123	1949
679	4128	1943
680	4134	1936
681	4140	1930
682	4145	1924
683	4151	1917
684	4158	1912
685	4164	1906
686	4169	1899
687	4175	1893
688	4181	1887
689	4187	1881
690	4193	1875
691	4198	1868
692	4205	1862
693	4210	1856
694	4216	1850
695	4222	1844
696	4228	1838
697	4234	1832
698	4240	1825
699	4246	1819
700	4251	1813
701	4256	1807
702	4262	1800
703	4267	1794
704	4272	1787
705	4278	1781
706	4283	1775
707	4288	1768
708	4294	1762
709	4299	1756
710	4305	1750
711	4311	1743
712	4316	1737
713	4322	1731
714	4327	1724
715	4334	1719
716	4340	1713
717	4345	1706
718	4352	1701
719	4358	1695
720	4364	1688
721	4369	1682
722	4375	1676
723	4380	1670
724	4386	1663
725	4393	1658
726	4399	1652
727	4408	1647
728	4413	1640
729	4421	1635
730	4427	1629
731	4434	1623
732	4441	1617
733	4448	1612
734	4454	1606
735	4461	1600
736	4468	1594
737	4474	1588
738	4479	1582
739	4484	1575
740	4490	1569
741	4495	1563
742	4501	1556
743	4506	1550
744	4511	1544
745	4518	1538
746	4523	1532
747	4529	1525
748	4535	1520
749	4540	1513
750	4546	1507
751	4551	1500
752	4556	1494
753	4562	1488
754	4568	1482
755	4573	1475
756	4578	1469
757	4584	1463
758	4590	1457
759	4595	1451
760	4600	1444
761	4606	1438
762	4611	1432
763	4617	1426
764	4622	1420
765	4627	1413
766	4633	1407
767	4638	1401
768	4644	1395
769	4650	1388
770	4655	1382
771	4661	1376
772	4666	1370
773	4671	1364
774	4677	1357
775	4684	1352
776	4690	1346
777	4695	1339
778	4700	1333
779	4706	1327
780	4711	1321
781	4716	1314
782	4722	1308
783	4728	1302
784	4734	1296
785	4741	1291
786	4749	1285
787	4755	1279
788	4762	1273
789	4768	1267
790	4774	1261
791	4780	1255
792	4786	1249
793	4792	1243
794	4797	1237
795	4802	1230
796	4808	1224
797	4814	1218
798	4820	1212
799	4827	1206
800	4832	1200
801	4839	1194
802	4845	1188
803	4851	1182
804	4856	1176
805	4862	1170
806	4868	1164
807	4874	1158
808	4881	1152
809	4887	1146
810	4893	1140
811	4898	1134
812	4904	1128
813	4909	1121
814	4916	1115
815	4921	1109
816	4928	1103
817	4934	1097
818	4953	1094
819	4960	1088
820	4967	1082
821	4973	1076
822	4978	1070
823	4983	1064
824	4989	1058
825	4995	1052
826	5001	1046
827	5006	1040
828	5012	1033
829	5018	1027
830	5024	1021
831	5032	1016
832	5038	1010
833	5044	1004
834	5051	998
835	5057	992
836	5062	985
837	5068	979
838	5073	973
839	5080	967
840	5086	961
841	5093	955
842	5100	949
843	5106	943
844	5112	937
845	5118	931
846	5123	925
847	5129	919
848	5135	913
849	5140	907
850	5146	901
851	5151	894
852	5157	888
853	5162	882
854	5168	876
855	5173	870
856	5179	864
857	5185	858
858	5191	852
859	5197	846
860	5203	840
861	5209	833
862	5214	827
863	5221	821
864	5227	815
865	5233	809
866	5238	803
867	5244	797
868	5249	791
869	5257	785
870	5263	779
871	5272	773
872	5278	767
873	5284	761
874	5290	755
875	5296	749
876	5302	743
877	5308	737
878	5313	731
879	5319	725
880	5325	719
881	5331	713
882	5336	707
883	5341	700
884	5347	694
885	5352	688
886	5358	682
887	5363	676
888	5369	670
889	5374	664
890	5380	658
891	5385	652
892	5391	646
893	5398	640
894	5404	634
895	5409	627
896	5414	621
897	5420	615
898	5426	609
899	5432	603
900	5437	597
901	5444	591
902	5449	585
903	5455	579
904	5461	573
905	5467	567
906	5473	561
907	5478	555
908	5484	549
909	5489	542
910	5495	536
911	5501	530
912	5506	524
913	5512	518
914	5517	512
915	5523	506
916	5528	500
917	5535	494
918	5541	488
919	5546	482
920	5552	476
921	5559	470
922	5565	464
923	5571	458
924	5578	452
925	5586	446
926	5592	440
927	5599	434
928	5606	428
929	5611	422
930	5618	416
931	5624	410
932	5630	404
933	5636	398
934	5642	392
935	5648	386
936	5654	380
937	5660	374
938	5666	368
939	5671	362
940	5676	355
941	5683	349
942	5689	343
943	5694	337
944	5700	331
945	5705	325
946	5711	319
947	5716	313
948	5721	307
949	5726	301
950	5732	295
951	5737	289
952	5743	283
953	5749	277
954	5755	271
955	5761	265
956	5766	259
957	5771	253
958	5776	246
959	5783	240
960	5788	234
961	5793	228
962	5799	222
963	5805	216
964	5811	210
965	5816	204
966	5822	198
967	5828	192
968	5834	186
969	5840	180
970	5846	174
971	5852	168
972	5858	162
973	5863	156
974	5869	150
975	5874	144
976	5879	138
977	5885	132
978	5890	126
979	5896	120
980	5901	114
981	5908	108
982	5913	102
983	5918	96
984	5924	90
985	5931	84
986	5937	78
987	5943	72
988	5948	66
989	5954	60
990	5959	54
991	5965	48
992	5971	42
993	5977	36
994	5983	30
995	5989	24
996	5995	18
997	6000	12
998	6006	6
999	6011	0
